image,none,infection,ischaemia,both
501030.jpg,0.7877190113067627,0.21226731594651937,9.231486160388158e-06,4.4559631402277255e-06
501031.jpg,0.9937430918216705,0.006245334690902382,1.1471375728433486e-05,8.459701650309626e-08
501032.jpg,0.0055604626156764425,0.7102708965539932,5.3765107146164226e-05,0.28411487117409706
501033.jpg,0.8836440443992615,0.11632912902859971,2.2897697363077896e-05,3.9156195832390495e-06
501034.jpg,0.9879540503025055,0.012029317669657758,1.6514536127942847e-05,8.836730679378894e-08
501035.jpg,0.8704222440719604,0.12956048408523202,1.7195426551097626e-05,2.451584624196812e-08
501036.jpg,0.12686984613537788,0.8705219626426697,0.00034453704300041466,0.002263669649094524
501037.jpg,0.9331716001033783,0.06156912949154503,0.004993536056645098,0.0002657657588542861
501038.jpg,0.9759888052940369,0.023992342874407768,1.4988350230282776e-05,3.8484956874640375e-06
501039.jpg,0.24773778021335602,0.7508090436458588,0.00035916847991757095,0.0010939982894342393
501040.jpg,0.30579003132879734,0.6941730976104736,2.4096687411656603e-05,1.2724199564217997e-05
501041.jpg,0.37817398722927464,0.17097479850053787,0.14631951693445444,0.30453169712563977
501042.jpg,0.3159526139497757,0.6835999488830566,9.887687701848336e-05,0.00034853301076509524
501043.jpg,0.7837842106819153,0.21523953787982464,0.000954535653363564,2.1728273168264423e-05
501044.jpg,0.9926777482032776,0.007317099445572239,5.120593201013435e-06,1.7664547213858128e-08
501045.jpg,0.9533548355102539,0.04662384692346677,2.0392055192886005e-05,9.00681013521476e-07
501046.jpg,0.3708658292889595,0.6288041174411774,0.000309744171318016,2.029278208226515e-05
501047.jpg,0.07551042176783085,0.9092695116996765,0.0007956338813528419,0.014424492488615215
501048.jpg,0.9467797577381134,0.053174578584730625,4.451261975191301e-05,1.1853657042593113e-06
501049.jpg,0.4292555183637887,0.14169767498970032,0.4280392415821552,0.0010075309219246265
501050.jpg,0.9431301057338715,0.056837418815121055,3.071623910705368e-05,1.7728071197222492e-06
501051.jpg,0.008371424497663149,0.9847722947597504,8.991340308739382e-06,0.006847316632047296
501052.jpg,0.9972516596317291,0.002730925058131106,1.7397723468093318e-05,1.1765957796616385e-09
501053.jpg,0.6639392375946045,0.3359591066837311,8.677159075887175e-05,1.4888070950291876e-05
501054.jpg,0.9930021464824677,0.006995964897214435,1.8498426470614504e-06,3.190550684761817e-09
501055.jpg,0.9867928624153137,0.013164074247470126,4.2769675218323755e-05,2.929339433521694e-07
501056.jpg,0.9587147235870361,0.041264467872679234,2.0345147071054726e-05,5.174742124247622e-07
501057.jpg,0.6085879653692245,0.3878872529603541,0.0006868871278129518,0.002837939790879318
501058.jpg,0.5510970130562782,0.44883666560053825,6.8397816119780686e-06,5.9437691911800716e-05
501059.jpg,0.9930212795734406,0.006559485889738426,0.0004192378182779066,2.8895149172404166e-09
501060.jpg,0.9980997741222382,0.0018997299021066283,5.56706467591539e-07,2.1188222617402053e-10
501061.jpg,0.12730386212933809,0.7887429594993591,0.024881070014089346,0.05907215178012848
501062.jpg,0.982491135597229,0.017505817988421768,2.9648652084546256e-06,3.376254054934455e-08
501063.jpg,0.9298829138278961,0.0699466522783041,0.0001617630787222879,8.639423867862206e-06
501064.jpg,0.599364772439003,0.4005526974797249,2.941097929465286e-05,5.310705819283612e-05
501065.jpg,0.8904350996017456,0.10954887012485415,1.3638440613306102e-05,2.3692797919230325e-06
501066.jpg,0.9969377219676971,0.003061886647259371,3.434054798227388e-07,4.012201621599136e-10
501067.jpg,0.0012319488960201852,0.8590030372142792,5.847897818966885e-05,0.13970652408897877
501068.jpg,0.3419531434774399,0.6567421555519104,0.00029874621061765083,0.0010059705684763998
501069.jpg,0.9142978191375732,0.08568547094182577,1.6123251043609343e-05,5.926982418746896e-07
501070.jpg,0.9609785079956055,0.03901258111000061,8.680698584839774e-06,2.5583927509842397e-07
501071.jpg,0.031593328807502985,0.4216798450797796,0.4815116983372718,0.06521508777223062
501072.jpg,0.933364063501358,0.06121058855205774,0.005071483843494207,0.00035386651870794594
501073.jpg,0.2952699512243271,0.7046826481819153,2.431274697300978e-05,2.3116395368560916e-05
501074.jpg,0.7845379412174225,0.1933339312672615,0.019657159123198653,0.0024709567660465837
501075.jpg,0.8970668315887451,0.10272110562800663,0.00019662483828142285,1.5391307833172163e-05
501076.jpg,0.7506938576698303,0.24919329583644867,0.00010064375899787592,1.2224588329390329e-05
501077.jpg,0.5674053803086281,0.43137972336262465,0.00013326292537385598,0.0010816104411004446
501078.jpg,0.06952552194707096,0.9295890927314758,5.909479841648135e-05,0.0008262953051598743
501079.jpg,0.9877051413059235,0.012283399584703147,1.1303640913951085e-05,7.86928064933079e-08
501080.jpg,0.8877882361412048,0.11215842515230179,5.0776789294104674e-05,2.5705121924346486e-06
501081.jpg,0.9931002855300903,0.006881258450448513,1.5078880551300244e-05,3.3732439881362097e-06
501082.jpg,0.1928646225715056,0.806587427854538,0.00020085815590453748,0.0003470692031157796
501083.jpg,0.03636925294995308,0.9571773111820221,9.011818656290416e-05,0.006363301770761609
501084.jpg,0.8748797178268433,0.12247465709378957,0.0022490877399832243,0.0003965005800142529
501085.jpg,0.9979845881462097,0.002015019941609353,3.308625698070222e-07,2.0885598112085901e-10
501086.jpg,0.9986642599105835,0.0013350701774470508,6.698980143937661e-07,1.467381077757679e-10
501087.jpg,0.9969656765460968,0.0030289816440358663,5.313553380403846e-06,5.517494071870244e-09
501088.jpg,0.08368666283786297,0.9153499603271484,2.109667495631129e-05,0.0009423429474963996
501089.jpg,0.9290575385093689,0.07067826576530933,0.0002502910756447818,1.3915218005422503e-05
501090.jpg,0.00012399455590639263,0.014126843881967943,0.0009738680381161657,0.9847753047943115
501091.jpg,0.9906743764877319,0.009324428403488128,1.1424325357389797e-06,5.510766856731131e-09
501092.jpg,0.1867606802843511,0.7934909462928772,0.004316997350542806,0.01543134031817317
501093.jpg,0.19880630308762193,0.7986249923706055,0.0010365290345362155,0.0015321245209634071
501094.jpg,0.0332463551312685,0.9054193496704102,0.0032738042064011097,0.058060510479435834
501095.jpg,0.9896199703216553,0.010233569803972387,0.00014582976461952057,6.929928815790909e-07
501096.jpg,0.38067010045051575,0.6192349493503571,9.160969102595118e-05,3.3106705927821167e-06
501097.jpg,0.5420795977115631,0.45789290964603424,2.4535396406122345e-05,2.923146723787795e-06
501098.jpg,0.4540634900331497,0.42288896441459656,0.013939034659415483,0.10910853277891874
501099.jpg,0.9861736297607422,0.013739880931098014,8.592233718924424e-05,6.169833369962165e-07
501100.jpg,0.2499137744307518,0.0912396484054625,0.21974412351846695,0.4391024485230446
501101.jpg,0.00022533031824423233,0.01076468569226563,0.0044112138530181255,0.9845987558364868
501102.jpg,0.9908767342567444,0.009114565211348236,8.660278469019289e-06,3.928089514933491e-08
501103.jpg,0.9496870636940002,0.04836508557309571,0.0018749607024801662,7.286102056980326e-05
501104.jpg,0.971683531999588,0.028295631520450115,2.0607591636689904e-05,2.125313111611682e-07
501105.jpg,0.3560291458852589,0.6438494175672531,7.388943595287856e-05,4.754713700094726e-05
501106.jpg,0.30504534393548965,0.6945751756429672,0.0002223755824957152,0.00015703347889939323
501107.jpg,0.9259772300720215,0.07378499920014292,0.0002197217455766065,1.8132460500197567e-05
501108.jpg,0.8946812450885773,0.1052892655134201,2.7503869510780987e-05,1.9658027223560734e-06
501109.jpg,0.9948457777500153,0.005153057196366717,1.1500478074299991e-06,2.4986881842032835e-09
501110.jpg,0.995976060628891,0.004023717367090285,2.2111276010150505e-07,3.054307567279535e-09
501111.jpg,0.8550974726676941,0.14482971653342247,5.5037770323451696e-05,1.774413431121502e-05
501112.jpg,0.004835160910943159,0.7591749429702759,0.009494004611042328,0.2264958694577217
501113.jpg,0.9145339727401733,0.08320969715714455,0.002255350629638997,9.416487856128697e-07
501114.jpg,0.6552829444408417,0.3340044468641281,0.00537167233414948,0.005340919713489711
501115.jpg,0.9442179501056671,0.05222240003058687,0.0034099765903192747,0.00014968740315401963
501116.jpg,0.9716162085533142,0.025929670708137564,0.0024477439583279192,6.3359796769191234e-06
501117.jpg,0.837037056684494,0.16256558150053024,0.00034360363861196674,5.3843878049519844e-05
501118.jpg,0.9437407553195953,0.05613374488893896,0.00012163670908194035,3.863122733649416e-06
501119.jpg,0.9357036650180817,0.06427102256566286,2.401103033378149e-05,1.3358233131310904e-06
501120.jpg,0.5311208367347717,0.468257924541831,3.95627353171335e-05,0.0005816296257301623
501121.jpg,0.9189659357070923,0.06778101430973038,0.012469792069168761,0.00078324079822778
501122.jpg,0.4087395779788494,0.33805619180202484,0.03299058028096624,0.22021365398541093
501123.jpg,0.9542855024337769,0.044093816075474024,0.001569365265623901,5.1284760715475386e-05
501124.jpg,0.007122293347492814,0.9927988946437836,2.538969638976596e-07,7.854394582196278e-05
501125.jpg,0.698976457118988,0.30088695883750916,0.00010900831330218352,2.756992671493208e-05
501126.jpg,0.9970287084579468,0.00297083193436265,4.5449484531445705e-07,7.592131506806155e-10
501127.jpg,0.981977641582489,0.01755059277638793,0.00046931434189900756,2.487890887022592e-06
501128.jpg,0.9987196624279022,0.0012796267797057226,7.28166955024645e-07,2.870282934941404e-10
501129.jpg,0.5301075279712677,0.46987566351890564,1.0128297162736999e-05,6.6796361863907805e-06
501130.jpg,0.02450042915006634,0.9508329331874847,0.0005546249591930064,0.024112055281875655
501131.jpg,0.0008930143457739348,2.83014934439052e-05,0.9957082569599152,0.0033703699009492993
501132.jpg,0.01658987917471677,0.964751273393631,0.00012150764541729586,0.0185373475542292
501133.jpg,0.9737792611122131,0.026143566705286503,7.649050826330495e-05,7.014148670769771e-07
501134.jpg,0.5311405099928379,0.4494559932500124,0.01927518090042213,0.00012828110435236795
501135.jpg,0.8266136646270752,0.17335327714681625,2.63273204836878e-05,6.775402795478058e-06
501136.jpg,0.046723288018256426,0.9529214799404144,6.962077847560977e-07,0.0003545097406458808
501137.jpg,2.2216345722497755e-05,4.609975240299491e-05,0.24543761285588062,0.7544940412044525
501138.jpg,0.9377260804176331,0.05955326370894909,0.0026542033410805743,6.644036997727198e-05
501139.jpg,0.8966462910175323,0.10335255286190659,1.1639898289672601e-06,5.49827302122937e-10
501140.jpg,0.7117969989776611,0.2881984319537878,4.562920139505877e-06,2.618461192316346e-08
501141.jpg,0.5266919322311878,0.4709586435928941,0.00021622005601784622,0.0021332295436877757
501142.jpg,0.5053391307592392,0.4928087070584297,0.0004091048793952723,0.0014430424748752557
501143.jpg,0.9472678899765015,0.05272135743871331,1.0690309181882185e-05,1.3296486767178095e-07
501144.jpg,0.10206451639533043,0.44942324701696634,0.00544326298404485,0.4430690072476864
501145.jpg,0.02916739774082089,0.019293627818115056,0.8533679842948914,0.0981709894258529
501146.jpg,0.6797898709774017,0.3201332502067089,5.72753409642246e-05,1.955096797701117e-05
501147.jpg,0.5293549261987209,0.46617700532078743,0.004448445823072689,1.9615220708146808e-05
501148.jpg,0.003304333320556907,0.9662425220012665,4.254112172930036e-05,0.030410594306886196
501149.jpg,0.8896319270133972,0.11026383706484921,8.960972635496667e-05,1.4595173195353084e-05
501150.jpg,0.8135777115821838,0.1863547097891569,5.1996657930430956e-05,1.55850450385131e-05
501151.jpg,0.9025095999240875,0.06474040634930134,0.031548211788162916,0.0012017332817322313
501152.jpg,0.9982438087463379,0.0017554083606228232,8.051952420373709e-07,1.9850717337260848e-10
501153.jpg,0.09205208232742734,0.8820616006851196,0.003166689478803164,0.02271961933001876
501154.jpg,0.987648993730545,0.012350087519735098,9.423971434330269e-07,2.6518891631244212e-09
501155.jpg,0.9971765875816345,0.0028229608142282814,4.927768912921238e-07,1.0423176211027396e-09
501156.jpg,0.7365168780088425,0.00684717032709159,0.20176473003812134,0.0548711661994048
501157.jpg,0.09142501322253338,0.6229366958141327,0.009144625742919743,0.2764936424791813
501158.jpg,0.6730479300022125,0.32587549602612853,0.0003401081049929644,0.0007364665507338941
501159.jpg,0.3294404372572899,0.670277863740921,0.0001898905320558697,9.177621905109845e-05
501160.jpg,0.22145681828260422,0.7784926295280457,1.2692162243865823e-05,3.788477715715999e-05
501161.jpg,0.9849225878715515,0.015054202056489885,2.2992872024896194e-05,1.819421164839241e-07
501162.jpg,0.9660886824131012,0.033598850830458105,0.00025450310204178095,5.794331809738651e-05
501163.jpg,0.29884767159819603,0.7009820938110352,0.0001181946227006847,5.203732325753663e-05
501164.jpg,0.566644549369812,0.43324241042137146,9.098823420572444e-05,2.2059351749703637e-05
501165.jpg,0.7823682725429535,0.21755116060376167,8.032530331547605e-05,2.847126410188139e-07
501166.jpg,0.04103706479872926,0.9427497386932373,0.0007442438189322331,0.01546894502826035
501167.jpg,0.19637274742126465,0.7363434731960297,0.012868143065134063,0.05441565020009875
501168.jpg,0.5471577420830727,0.4522184357047081,6.645328699050879e-05,0.0005573551952693379
501169.jpg,0.020760087005328387,0.9224839210510254,0.004842252790695056,0.05191376432776451
501170.jpg,0.9833240807056427,0.016667013676453735,8.819471986520012e-06,1.0055845972446862e-07
501171.jpg,0.00014186708813213045,0.0008012645932922169,0.8715437352657318,0.127513196261134
501172.jpg,0.46441555581986904,0.5355089642107487,7.240652602247266e-05,3.02320753942098e-06
501173.jpg,7.141842758784378e-05,5.086343890070566e-06,0.9776933491230011,0.022230157628655434
501174.jpg,0.00559456854898599,0.4634153525403235,0.3629625518078683,0.16802750155329704
501175.jpg,0.9978567063808441,0.002142096263469284,1.1711881813276231e-06,7.990516560051064e-10
501176.jpg,0.5797707438468933,0.42021719366312027,1.171631492979941e-05,3.228944454036764e-07
501177.jpg,0.9805006384849548,0.01947038248181343,2.8815591576858424e-05,1.597885121995546e-07
501178.jpg,7.138261773728671e-05,2.7638754600545212e-06,0.9175748825073242,0.08235092391259968
501179.jpg,0.2060603518038988,0.7919277548789978,0.000740602949008462,0.00127135292859748
501180.jpg,0.9444501399993896,0.05554075865074992,8.67351351985235e-06,4.1947173760707723e-07
501181.jpg,0.9969587028026581,0.003036225497680789,5.078404853975371e-06,5.0491450881429145e-09
501182.jpg,0.9425912201404572,0.05737379752099514,3.478108192211948e-05,2.2851507508470092e-07
501183.jpg,0.349916591309011,0.6497674435377121,4.096449970347749e-06,0.00031188021115724496
501184.jpg,1.598058139506975e-05,5.746686770180531e-05,0.498258750885725,0.5016677770763636
501185.jpg,0.9261008203029633,0.06906476058065891,0.004671411677492188,0.00016299687868626123
501186.jpg,0.6833720207214355,0.3162401467561722,0.0003546195889896353,3.320154111108309e-05
501187.jpg,0.6873360276222229,0.31252824515104294,7.234864085603476e-05,6.337013290047544e-05
501188.jpg,0.9771769046783447,0.02280818557483144,1.473195834478247e-05,1.7151130832226968e-07
501189.jpg,0.9887579083442688,0.011189908487722278,5.212205178395379e-05,9.450906546248916e-08
501190.jpg,2.560928523452112e-06,5.988029809778084e-07,0.480501702753827,0.519495127722621
501191.jpg,0.5876490622758865,0.41222385317087173,0.00012020283611491323,6.822889474733529e-06
501192.jpg,0.9963512122631073,0.0036437499802559614,4.971458565705689e-06,2.605272871983861e-09
501193.jpg,0.9908842742443085,0.00909849656818551,1.7152372279838346e-05,7.666374676751353e-08
501194.jpg,0.9935193657875061,0.005353684329747921,0.0011236755369949947,3.2726388781156857e-06
501195.jpg,0.6254511177539825,0.3736310452222824,0.0005471033578032802,0.0003707485550421552
501196.jpg,0.07198033566237427,0.8733519017696381,0.005640455090770047,0.04902735352516174
501197.jpg,0.9959080219268799,0.004090136440936476,1.8218657975577202e-06,3.37552497065019e-09
501198.jpg,0.37801841646432877,0.6218318939208984,1.9342792768384243e-05,0.00013033887343283368
501199.jpg,9.59283942734146e-05,1.3701274369282146e-05,0.4871079459348948,0.5127824153751135
501200.jpg,0.9822711646556854,0.017674884327107065,5.3383280509855524e-05,5.690745327441402e-07
501201.jpg,0.9949002861976624,0.004802371491678059,0.0002971385729324538,2.0117531818186762e-07
501202.jpg,0.9828683435916901,0.017114207614213228,1.7303288245784643e-05,1.404087265344245e-07
501203.jpg,0.9971679449081421,0.002831677091307938,3.758193938274701e-07,3.3810475252860073e-10
501204.jpg,0.45842056162655354,0.5414941348135471,8.008125814740197e-05,5.189950115891406e-06
501205.jpg,0.5806364268064499,0.2557133622467518,0.07934786260011606,0.08430232369573787
501206.jpg,0.9154369533061981,0.0736009746324271,0.010961726744426414,3.4483853283973076e-07
501207.jpg,0.9830925166606903,0.016883497592061758,2.3840037094657873e-05,1.7413939900528044e-07
501208.jpg,0.4501914419233799,0.5496017783880234,0.00019011707627214491,1.663736577572905e-05
501209.jpg,0.9246527254581451,0.07510710693895817,0.00023888414034445304,1.3031164645127546e-06
501210.jpg,0.634339764714241,0.36562286876142025,3.5290856430947315e-05,2.0823440820549877e-06
501211.jpg,0.17739522489137016,0.822538822889328,1.0083213510370115e-05,5.5841303037595935e-05
501212.jpg,0.5300561040639877,0.4695213884115219,0.00020383727610351343,0.0002186618200855639
501213.jpg,0.8784244954586029,0.12115565408021212,0.0003650912476587109,5.4793458543644924e-05
501214.jpg,0.9961903393268585,0.0038080503582023084,1.6031557521500872e-06,2.873546178783215e-09
501215.jpg,0.9941961765289307,0.005792021969682537,1.1751463070197588e-05,2.6889714586919577e-08
501216.jpg,0.23867602925747633,0.7496499419212341,0.006356655980198411,0.005317402901710011
501217.jpg,0.9193004071712494,0.08067432465031743,2.3023243898023793e-05,2.2021328441867993e-06
501218.jpg,0.38966697733849287,0.609925352036953,0.0001877001213870244,0.00021996717259753495
501219.jpg,0.9124326407909393,0.0864963456406258,0.0009732626875411654,9.776623189224065e-05
501220.jpg,0.0003135679908154998,0.0002036310125959062,0.9893052875995636,0.010177500313147902
501221.jpg,0.8647668361663818,0.13515730435028672,7.583378464914858e-05,7.209271193908684e-09
501222.jpg,0.8439777791500092,0.1558009423315525,0.0001701364635664504,5.115256544740987e-05
501223.jpg,0.9984816014766693,0.0015130556477060964,5.324633203021807e-06,2.2073545615535236e-09
501224.jpg,0.15278496946848463,0.5321696698665619,0.0009178680670061112,0.31412747455760837
501225.jpg,0.6837902814149857,0.31601117365062237,4.218608432893234e-05,0.00015634966985089704
501226.jpg,0.8705858886241913,0.1293997927568853,1.1609980873572567e-05,2.674185680567095e-06
501227.jpg,0.8602822422981262,0.13968957890756428,2.220509985051411e-05,5.982925737678217e-06
501228.jpg,0.08341868373099715,0.7005073577165604,0.06563737994292751,0.15043659578077495
501229.jpg,0.991861879825592,0.008137366803566692,7.522502355472582e-07,3.226018396655753e-09
501230.jpg,0.3769098159391433,0.619284600019455,0.0012382476415950805,0.002567348310549278
501231.jpg,0.998239666223526,0.0017532508936710656,7.033757217556058e-06,8.681898533424715e-09
501232.jpg,0.9929096400737762,0.007089481985531165,8.102690444641847e-07,2.867797111851946e-09
501233.jpg,0.4037371538579464,0.5961562991142273,3.7593418795722755e-06,0.00010276527289598825
501234.jpg,0.9640800952911377,0.03582566819386557,9.412911003892077e-05,1.3911193086357798e-07
501235.jpg,0.34935595095157623,0.6503143310546875,0.00016742559233762222,0.00016227316458916619
501236.jpg,0.15117797255516052,0.8343878090381622,0.0018226527172373608,0.012611582380486652
501237.jpg,0.6446493119001389,0.3551357612013817,0.00021458291757880943,3.16002929157122e-07
501238.jpg,0.7221742570400238,0.2772272229194641,0.0005451449542306364,5.335257947081118e-05
501239.jpg,0.0028786052425857633,0.0003461141477600904,0.9830107390880585,0.013764588321009796
501240.jpg,0.9976955354213715,0.00230358331464231,8.928713270961453e-07,1.7355111098238396e-10
501241.jpg,0.7408052980899811,0.2590838074684143,0.00010524589808058593,5.604798730018956e-06
501242.jpg,0.5064992010593414,0.4932676926255226,0.0001980855769261325,3.5030632716370746e-05
501243.jpg,0.052180058090016246,0.18402152694761753,0.7005150020122528,0.06328339502215385
501244.jpg,0.9974197149276733,0.0025608053110772744,1.9523752915537665e-05,1.4367992989816614e-08
501245.jpg,0.8067796230316162,0.19317764788866043,3.2260481077628356e-05,1.0485772889978762e-05
501246.jpg,0.6936596632003784,0.16328761086333543,0.11904764175415039,0.02400507021229714
501247.jpg,0.3731413520872593,0.6256316304206848,0.0009539213206153363,0.00027309621509630233
501248.jpg,0.9957081973552704,0.004290437907911837,1.4545852238256884e-06,2.653427921828211e-09
501249.jpg,0.0002196331235300164,0.06236471515148878,0.0028050393375735894,0.9346106350421906
501250.jpg,3.357651632123447e-05,4.556859994409024e-05,0.3281366054624755,0.6717843115329742
501251.jpg,0.44463038444519043,0.5550993829965591,0.00015047040778881637,0.0001198144656813227
501252.jpg,0.0017104264661611523,2.145454320157114e-05,0.997631698846817,0.0006363894299283857
501253.jpg,0.0001334878323762112,3.6307861819295795e-06,0.9977676272392273,0.002095302043017
501254.jpg,0.15276538801845163,0.3923119753599167,0.003290618536993861,0.4516320494003594
501255.jpg,0.15524598177171356,0.8444958329200745,6.483728554940171e-05,0.0001933925638581968
501256.jpg,0.22524476796388626,0.7746756374835968,2.781099294679734e-05,5.178685110962533e-05
501257.jpg,0.5659315288066864,0.4340429902076721,1.873348219305626e-05,6.725038797839034e-06
501258.jpg,0.9820967614650726,0.017901238752529025,1.9815199465769706e-06,3.269853277032553e-08
501259.jpg,0.9985051155090332,0.0014938932290533558,9.490375987297739e-07,1.8908957732932663e-10
501260.jpg,0.0791328507475555,0.32749186735600233,0.017550404079884174,0.5758248269557953
501261.jpg,0.8623645901679993,0.13761034002527595,2.3062992113409564e-05,1.9436805267503132e-06
501262.jpg,0.2321428619325161,0.513349175453186,0.17515820264816284,0.07934971526265144
501263.jpg,0.9963828325271606,0.003615543886553496,1.7048553786480625e-06,1.9164842282592964e-09
501264.jpg,0.9778602421283722,0.022135752747999504,3.937986727375886e-06,6.030225555093342e-08
501265.jpg,0.14933384209871292,0.40814943658187985,0.39810486137866974,0.04441184364259243
501266.jpg,0.3563392795622349,0.6434459239244461,2.4971321181510575e-05,0.0001898328679885708
501267.jpg,0.7293155193328857,0.2706625759601593,1.697137918199587e-05,4.9338805752086046e-06
501268.jpg,0.9689315259456635,0.031049793993588537,1.8254461565447855e-05,4.541485685294333e-07
501269.jpg,0.7618180513381958,0.2378217652440071,0.00021948993344267365,0.00014067979596177338
501270.jpg,0.4999685682269046,0.00019377041553525487,0.4977822686541913,0.0020554257793037323
501271.jpg,0.016203394551439487,0.24250510556157678,0.03027048148214817,0.7110209912061691
501272.jpg,3.3538961654172583e-06,1.0711463839241375e-06,0.493132496252656,0.5068631544709206
501273.jpg,0.6635019779205322,0.33643541010678746,1.743270315479606e-05,4.5210787891228343e-05
501274.jpg,0.9682593941688538,0.03172592865303159,1.4364097442820523e-05,3.0907881440073864e-07
501275.jpg,0.88885897397995,0.11112333834171295,1.532962846084729e-05,2.411628553744549e-06
501276.jpg,0.9904760718345642,0.009365799687657272,0.00015748036321738823,6.766388813139734e-07
501277.jpg,0.0159472927916795,0.05008713062852621,0.4519892428070307,0.48197629395872355
501278.jpg,0.0009048728861671407,0.007145010167732835,0.10762194730341434,0.8843281269073486
501279.jpg,0.9980230331420898,0.001976332983758766,6.062399222628301e-07,3.1542970015466243e-10
501280.jpg,0.99367555975914,0.00632272673828993,1.6663992852272713e-06,4.329763172994383e-09
501281.jpg,7.548124063716521e-05,6.045623758943464e-06,0.9928756356239319,0.007042904908303171
501282.jpg,0.9452012777328491,0.054732594144297764,6.276345707334485e-05,3.3737721733626685e-06
501283.jpg,0.013315982883796096,0.8400786817073822,0.0022782120504416525,0.1443271772004664
501284.jpg,0.7227433621883392,0.2771809622645378,7.357237336691469e-05,2.054081165714372e-06
501285.jpg,0.9671001136302948,0.03274488681927323,0.00015470137304873788,2.676850343608095e-07
501286.jpg,0.8228301703929901,0.17715021967887878,1.710439292423871e-05,2.521794726817461e-06
501287.jpg,0.42921674251556396,0.43851684033870697,0.03526380733092083,0.09700260497629642
501288.jpg,0.7894510328769684,0.17748526285868138,0.02404441824182868,0.009019329445436597
501289.jpg,0.4231654676696053,0.5768007338047028,3.056497763509469e-05,3.26215085522108e-06
501290.jpg,0.9462584257125854,0.05372679803986102,1.3997218023975577e-05,7.636843825029049e-07
501291.jpg,0.09957136679440737,0.8968144953250885,2.2572240141016664e-05,0.003591577769839205
501292.jpg,0.0038744851235605893,0.995892345905304,3.5912198370624537e-07,0.00023283156770048663
501293.jpg,0.9230228662490845,0.07680143096331449,0.0001615679988873353,1.4130394691447279e-05
501294.jpg,0.9440750777721405,0.055917282588779926,7.691549399169162e-06,5.007597536632602e-08
501295.jpg,0.7290417850017548,0.264117494225502,0.0010233046195935458,0.005817399578518234
501296.jpg,0.5030936230905354,0.0001403622904945223,0.4931786661197393,0.0035873110495772964
501297.jpg,0.44931894168257713,0.5504908040165901,6.0633224023831644e-06,0.00018423190218985752
501298.jpg,0.3453150498098694,0.6545447707176208,0.00010662228483226954,3.35596789398096e-05
501299.jpg,0.9035617113113403,0.09641341467067832,2.4193544504669262e-05,7.350729103738907e-07
501300.jpg,0.982780396938324,0.017200333011714974,1.9056439072073772e-05,2.0763965213888014e-07
501301.jpg,0.9865285754203796,0.013463978772051632,7.406935074172338e-06,5.5541189983559364e-08
501302.jpg,0.9979755878448486,0.0020207948800816666,3.6522658763971094e-06,2.1455836819955863e-09
